"stimuli","lemma","n","percent"
"airport","rockets",1,3.125
"airport","rolling",1,3.125
"airport","roof",2,6.25
"airport","room",1,3.125
"airport","rotor",1,3.125
"airport","rudder",1,3.125
"airport","run",1,3.125
"airport","runner",1,3.125
"airport","runway",6,18.75
"airport","s",1,3.125
"airport","sail",1,3.125
"airport","saucer",3,9.375
"airport","scene",19,59.375
"airport","screen",3,9.375
"airport","seat",2,6.25
"airport","section",1,3.125
"airport","sector",1,3.125
"airport","security",8,25
"airport","series",1,3.125
"airport","service",3,9.375
"airport","set",2,6.25
"airport","shadow",1,3.125
"airport","ship",3,9.375
"airport","shirt",4,12.5
"airport","shoe",4,12.5
"airport","shoot",1,3.125
"airport","shuttle",1,3.125
"airport","side",5,15.625
"airport","situation",1,3.125
"airport","size",1,3.125
"airport","skirt",1,3.125
"airport","sky",13,40.625
"airport","smile",1,3.125
"airport","smoke",13,40.625
"airport","smoking",3,9.375
"airport","smuggler",6,18.75
"airport","sock",1,3.125
"airport","somebody",1,3.125
"airport","sopwith",1,3.125
"airport","sort",4,12.5
"airport","space",1,3.125
"airport","spaceship",9,28.125
"airport","spade",14,43.75
"airport","speed",1,3.125
"airport","spread",2,6.25
"airport","spy",1,3.125
"airport","square",1,3.125
"airport","stack",1,3.125
"airport","staff",2,6.25
"airport","stair",9,28.125
"airport","staircase",1,3.125
"airport","stairway",1,3.125
"airport","stairwell",1,3.125
"airport","stamp",3,9.375
"airport","star",1,3.125
"airport","state",1,3.125
"airport","step",3,9.375
"airport","steward",1,3.125
"airport","stewardess",1,3.125
"airport","storage",1,3.125
"airport","story",1,3.125
"airport","street",1,3.125
"airport","strewn",1,3.125
"airport","string",1,3.125
"airport","strip",1,3.125
"airport","stripe",7,21.875
"airport","stuff",7,21.875
"airport","style",3,9.375
"airport","suit",2,6.25
"airport","suitcase",8,25
"airport","suits",1,3.125
"airport","supply",1,3.125
"airport","t",1,3.125
"airport","table",1,3.125
"airport","tail",3,9.375
"airport","talk",1,3.125
"airport","tank",1,3.125
"airport","tanker",2,6.25
"airport","tarmac",11,34.375
"airport","taxi",1,3.125
"airport","tech",1,3.125
"airport","terminal",6,18.75
"airport","thing",14,43.75
"airport","ticket",8,25
"airport","ticketing",1,3.125
"airport","time",4,12.5
"airport","tip",1,3.125
"airport","ton",1,3.125
"airport","top",15,46.875
"airport","tourist",1,3.125
"airport","towards",1,3.125
"airport","tower",13,40.625
"airport","toy",1,3.125
"airport","track",2,6.25
"airport","tractor",4,12.5
"airport","traffic",8,25
"airport","trailer",2,6.25
"airport","train",3,9.375
"airport","training",1,3.125
"airport","tram",1,3.125
"airport","transport",2,6.25
"airport","transportation",1,3.125
"airport","transporter",1,3.125
"airport","travel",1,3.125
"airport","tree",1,3.125
"airport","trench",2,6.25
"airport","trike",1,3.125
"airport","trip",1,3.125
"airport","trolley",2,6.25
"airport","truck",22,68.75
"airport","trucks",4,12.5
"airport","trying",1,3.125
"airport","tsa",2,6.25
"airport","tube",1,3.125
"airport","tufty",1,3.125
"airport","turnstile",1,3.125
"airport","turret",1,3.125
"airport","type",6,18.75
"airport","ufo",2,6.25
"airport","uh",5,15.625
"airport","uk",1,3.125
"airport","um",12,37.5
"airport","umm",8,25
"airport","uniform",6,18.75
"airport","unit",1,3.125
"airport","units",1,3.125
"airport","up",1,3.125
"airport","utility",1,3.125
"airport","van",1,3.125
"airport","variety",1,3.125
"airport","vehicle",8,25
"airport","vessel",1,3.125
"airport","vest",1,3.125
"airport","visibility",1,3.125
"airport","wagon",1,3.125
"airport","waldo",9,28.125
"airport","waldue",4,12.5
"airport","walkway",1,3.125
"airport","wall",2,6.25
"airport","war",4,12.5
"airport","warder",1,3.125
"airport","watch",12,37.5
"airport","watchtower",1,3.125
"airport","water",13,40.625
"airport","waving",1,3.125
"airport","way",7,21.875
"airport","weapon",3,9.375
"airport","where",3,9.375
"airport","white",1,3.125
"airport","wilbur",1,3.125
"airport","wind",1,3.125
"airport","window",3,9.375
"airport","wing",11,34.375
"airport","woman",4,12.5
"airport","work",5,15.625
"airport","worker",11,34.375
"airport","world",5,15.625
"airport","worry",1,3.125
"airport","wright",1,3.125
"airport","wristwatch",1,3.125
"airport","wrong",1,3.125
"airport","yard",1,3.125
"airport","yep",1,3.125
"airport","yes",1,3.125
"airport","zeppelin",2,6.25
"ancient_rome","action",1,3.125
"ancient_rome","activity",4,12.5
"ancient_rome","actual",1,3.125
"ancient_rome","affair",1,3.125
"ancient_rome","ah",1,3.125
"ancient_rome","air",1,3.125
"ancient_rome","alive",1,3.125
"ancient_rome","animal",14,43.75
"ancient_rome","ant",1,3.125
"ancient_rome","area",10,31.25
"ancient_rome","arena",19,59.375
"ancient_rome","arm",3,9.375
"ancient_rome","armor",4,12.5
"ancient_rome","armour",1,3.125
"ancient_rome","around",1,3.125
"ancient_rome","atop",1,3.125
"ancient_rome","attack",1,3.125
"ancient_rome","attention",1,3.125
"ancient_rome","audience",2,6.25
"ancient_rome","axle",1,3.125
"ancient_rome","back",8,25
"ancient_rome","backside",1,3.125
"ancient_rome","band",1,3.125
"ancient_rome","banner",2,6.25
"ancient_rome","battle",4,12.5
"ancient_rome","bed",3,9.375
"ancient_rome","being",1,3.125
"ancient_rome","belonging",1,3.125
"ancient_rome","bib",7,21.875
"ancient_rome","bit",1,3.125
"ancient_rome","bleacher",1,3.125
"ancient_rome","blood",2,6.25
"ancient_rome","blue",1,3.125
"ancient_rome","blurry",1,3.125
"ancient_rome","body",1,3.125
"ancient_rome","book",4,12.5
"ancient_rome","booth",1,3.125
"ancient_rome","bottom",8,25
"ancient_rome","bowl",2,6.25
"ancient_rome","broom",2,6.25
"ancient_rome","brown",2,6.25
"ancient_rome","bug",1,3.125
"ancient_rome","buggy",1,3.125
"ancient_rome","bull",1,3.125
"ancient_rome","bullfight",1,3.125
"ancient_rome","bun",1,3.125
"ancient_rome","bunch",10,31.25
"ancient_rome","caesar",2,6.25
"ancient_rome","camera",1,3.125
"ancient_rome","caption",1,3.125
"ancient_rome","carriage",3,9.375
"ancient_rome","cart",1,3.125
"ancient_rome","cartoon",1,3.125
"ancient_rome","case",2,6.25
"ancient_rome","cat",2,6.25
"ancient_rome","caveman",1,3.125
"ancient_rome","center",1,3.125
"ancient_rome","centurion",3,9.375
"ancient_rome","chain",2,6.25
"ancient_rome","chair",2,6.25
"ancient_rome","chaos",4,12.5
"ancient_rome","chariot",22,68.75
"ancient_rome","chase",1,3.125
"ancient_rome","cheerleader",2,6.25
"ancient_rome","cheeta",5,15.625
"ancient_rome","child",1,3.125
"ancient_rome","christians",1,3.125
"ancient_rome","circle",5,15.625
"ancient_rome","circus",2,6.25
"ancient_rome","civilian",1,3.125
"ancient_rome","clothes",3,9.375
"ancient_rome","clothing",3,9.375
"ancient_rome","coliseum",2,6.25
"ancient_rome","color",3,9.375
"ancient_rome","colosseum",12,37.5
"ancient_rome","colsseum",1,3.125
"ancient_rome","comparison",1,3.125
"ancient_rome","connection",1,3.125
"ancient_rome","construction",1,3.125
"ancient_rome","container",1,3.125
"ancient_rome","control",1,3.125
"ancient_rome","corner",4,12.5
"ancient_rome","costume",1,3.125
"ancient_rome","couch",1,3.125
"ancient_rome","couple",8,25
"ancient_rome","creature",1,3.125
"ancient_rome","cross",1,3.125
"ancient_rome","crowd",9,28.125
"ancient_rome","crown",1,3.125
"ancient_rome","cry",1,3.125
"ancient_rome","cub",2,6.25
"ancient_rome","cushion",1,3.125
"ancient_rome","danger",1,3.125
"ancient_rome","day",3,9.375
"ancient_rome","decoration",3,9.375
"ancient_rome","depiction",2,6.25
"ancient_rome","detail",1,3.125
"ancient_rome","device",1,3.125
"ancient_rome","dinner",1,3.125
"ancient_rome","dirt",2,6.25
"ancient_rome","disconnect",1,3.125
"ancient_rome","dish",1,3.125
"ancient_rome","displeasure",1,3.125
"ancient_rome","disruption",1,3.125
"ancient_rome","door",4,12.5
"ancient_rome","doorway",3,9.375
"ancient_rome","dozen",1,3.125
"ancient_rome","draping",1,3.125
"ancient_rome","draw",1,3.125
"ancient_rome","driver",1,3.125
"ancient_rome","edge",1,3.125
"ancient_rome","eighty",1,3.125
"ancient_rome","eightyeight",1,3.125
"ancient_rome","element",1,3.125
"ancient_rome","emperor",4,12.5
"ancient_rome","end",1,3.125
"ancient_rome","energy",1,3.125
"ancient_rome","english",1,3.125
"ancient_rome","entertainment",1,3.125
"ancient_rome","entryway",1,3.125
"ancient_rome","exit",1,3.125
"ancient_rome","face",1,3.125
"ancient_rome","fact",2,6.25
"ancient_rome","fall",1,3.125
"ancient_rome","fan",1,3.125
"ancient_rome","feather",1,3.125
"ancient_rome","female",1,3.125
"ancient_rome","festival",1,3.125
"ancient_rome","few",1,3.125
"ancient_rome","fight",11,34.375
"ancient_rome","fighters",1,3.125
"ancient_rome","fighting",3,9.375
"ancient_rome","figure",3,9.375
"ancient_rome","fire",1,3.125
"ancient_rome","fist",1,3.125
"ancient_rome","flag",1,3.125
"ancient_rome","floor",4,12.5
"ancient_rome","folk",1,3.125
"ancient_rome","food",1,3.125
"ancient_rome","foot",2,6.25
"ancient_rome","foreman",1,3.125
"ancient_rome","fork",6,18.75
"ancient_rome","frame",1,3.125
"ancient_rome","front",6,18.75
"ancient_rome","fun",8,25
"ancient_rome","game",16,50
"ancient_rome","gate",3,9.375
"ancient_rome","gentleman",1,3.125
"ancient_rome","gladiator",13,40.625
"ancient_rome","golf",1,3.125
"ancient_rome","goodness",1,3.125
"ancient_rome","gray",1,3.125
"ancient_rome","grey",1,3.125
"ancient_rome","ground",11,34.375
"ancient_rome","group",7,21.875
"ancient_rome","guard",7,21.875
"ancient_rome","guy",7,21.875
"ancient_rome","half",1,3.125
"ancient_rome","hand",12,37.5
"ancient_rome","harm",1,3.125
"ancient_rome","hat",2,6.25
"ancient_rome","havoc",1,3.125
"ancient_rome","head",3,9.375
"ancient_rome","helmet",5,15.625
"ancient_rome","history",1,3.125
"ancient_rome","hmm",2,6.25
"ancient_rome","hold",4,12.5
"ancient_rome","hole",1,3.125
"ancient_rome","honcho",1,3.125
"ancient_rome","horse",26,81.25
"ancient_rome","human",5,15.625
"ancient_rome","hurt",1,3.125
"ancient_rome","implement",1,3.125
"ancient_rome","interest",1,3.125
"ancient_rome","interior",1,3.125
"ancient_rome","ipad",1,3.125
"ancient_rome","item",1,3.125
"ancient_rome","jaguar",5,15.625
"ancient_rome","javelin",3,9.375
"ancient_rome","kind",12,37.5
"ancient_rome","kinda",1,3.125
"ancient_rome","knife",10,31.25
"ancient_rome","ladder",4,12.5
"ancient_rome","land",1,3.125
"ancient_rome","laurel",1,3.125
"ancient_rome","leave",1,3.125
"ancient_rome","left",7,21.875
"ancient_rome","leopard",13,40.625
"ancient_rome","leopards",1,3.125
"ancient_rome","level",2,6.25
"ancient_rome","life",2,6.25
"ancient_rome","light",2,6.25
"ancient_rome","line",6,18.75
"ancient_rome","link",1,3.125
"ancient_rome","lion",25,78.125
"ancient_rome","lione",1,3.125
"ancient_rome","lions",26,81.25
"ancient_rome","lip",2,6.25
"ancient_rome","loincloth",2,6.25
"ancient_rome","look",2,6.25
"ancient_rome","lot",21,65.625
"ancient_rome","lunch",1,3.125
"ancient_rome","man",18,56.25
"ancient_rome","maximus",1,3.125
"ancient_rome","mayhey",1,3.125
"ancient_rome","meal",2,6.25
"ancient_rome","men",1,3.125
"ancient_rome","mess",1,3.125
"ancient_rome","middle",7,21.875
"ancient_rome","milk",1,3.125
"ancient_rome","minute",1,3.125
"ancient_rome","molding",1,3.125
"ancient_rome","mope",1,3.125
"ancient_rome","morning",1,3.125
"ancient_rome","mouth",1,3.125
"ancient_rome","napkin",2,6.25
"ancient_rome","nature",1,3.125
"ancient_rome","neck",4,12.5
"ancient_rome","net",1,3.125
"ancient_rome","nice",1,3.125
"ancient_rome","none",1,3.125
"ancient_rome","number",8,25
"ancient_rome","observers",1,3.125
"ancient_rome","occurrence",1,3.125
"ancient_rome","official",1,3.125
"ancient_rome","one",9,28.125
"ancient_rome","opposite",2,6.25
"ancient_rome","other",3,9.375
"ancient_rome","ought",1,3.125
"ancient_rome","outfin",1,3.125
"ancient_rome","outfit",2,6.25
"ancient_rome","outskirt",1,3.125
"ancient_rome","pack",1,3.125
"ancient_rome","paddling",1,3.125
"ancient_rome","page",2,6.25
"ancient_rome","pants",2,6.25
"ancient_rome","part",5,15.625
"ancient_rome","participant",1,3.125
"ancient_rome","paw",2,6.25
"ancient_rome","paws",1,3.125
"ancient_rome","people",28,87.5
"ancient_rome","period",1,3.125
"ancient_rome","person",12,37.5
"ancient_rome","phalanx",1,3.125
"ancient_rome","picture",9,28.125
"ancient_rome","piece",1,3.125
"ancient_rome","pile",3,9.375
"ancient_rome","pit",1,3.125
"ancient_rome","pitchfork",4,12.5
"ancient_rome","place",9,28.125
"ancient_rome","plant",1,3.125
"ancient_rome","plaster",1,3.125
"ancient_rome","plate",1,3.125
"ancient_rome","pleasure",1,3.125
"ancient_rome","plenty",1,3.125
"ancient_rome","plow",1,3.125
"ancient_rome","plush",1,3.125
"ancient_rome","podium",1,3.125
"ancient_rome","point",1,3.125
"ancient_rome","pool",7,21.875
"ancient_rome","pools",1,3.125
"ancient_rome","portion",1,3.125
"ancient_rome","pot",1,3.125
"ancient_rome","power",1,3.125
"ancient_rome","princess",2,6.25
"ancient_rome","prisoner",1,3.125
"ancient_rome","process",1,3.125
"ancient_rome","profusion",1,3.125
"ancient_rome","progression",1,3.125
"ancient_rome","protector",1,3.125
"ancient_rome","pyramid",15,46.875
"ancient_rome","queen",1,3.125
"ancient_rome","race",4,12.5
"ancient_rome","races",3,9.375
"ancient_rome","rain",1,3.125
"ancient_rome","random",1,3.125
"ancient_rome","rank",1,3.125
"ancient_rome","reaction",1,3.125
"ancient_rome","reason",1,3.125
"ancient_rome","regular",1,3.125
"ancient_rome","rein",3,9.375
"ancient_rome","reins",1,3.125
"ancient_rome","rest",3,9.375
"ancient_rome","ride",3,9.375
"ancient_rome","rider",1,3.125
"ancient_rome","riding",1,3.125
"ancient_rome","right",4,12.5
"ancient_rome","ring",9,28.125
"ancient_rome","rink",1,3.125
"ancient_rome","role",1,3.125
"ancient_rome","roman",4,12.5
"ancient_rome","rome",18,56.25
"ancient_rome","rope",4,12.5
"ancient_rome","row",1,3.125
"ancient_rome","royalty",2,6.25
"ancient_rome","rub",1,3.125
"ancient_rome","ruler",1,3.125
"ancient_rome","run",1,3.125
"ancient_rome","sand",7,21.875
"ancient_rome","sandal",1,3.125
"ancient_rome","scene",8,25
"ancient_rome","score",2,6.25
"ancient_rome","screen",2,6.25
"ancient_rome","sea",1,3.125
"ancient_rome","seat",6,18.75
"ancient_rome","seating",3,9.375
"ancient_rome","section",1,3.125
"ancient_rome","set",1,3.125
"ancient_rome","severity",1,3.125
"ancient_rome","shield",16,50
"ancient_rome","shirt",3,9.375
"ancient_rome","shoe",3,9.375
"ancient_rome","shot",1,3.125
"ancient_rome","shoulder",1,3.125
"ancient_rome","shoulders",1,3.125
"ancient_rome","show",1,3.125
"ancient_rome","side",11,34.375
"ancient_rome","sit",1,3.125
"ancient_rome","sitting",1,3.125
"ancient_rome","situation",4,12.5
"ancient_rome","slave",2,6.25
"ancient_rome","sofa",1,3.125
"ancient_rome","soldier",9,28.125
"ancient_rome","sort",4,12.5
"ancient_rome","soul",1,3.125
"ancient_rome","spare",1,3.125
"ancient_rome","spear",8,25
"ancient_rome","spectator",8,25
"ancient_rome","spiky",1,3.125
"ancient_rome","sport",1,3.125
"ancient_rome","spot",2,6.25
"ancient_rome","spread",1,3.125
"ancient_rome","stack",2,6.25
"ancient_rome","stadium",2,6.25
"ancient_rome","staff",1,3.125
"ancient_rome","stage",1,3.125
"ancient_rome","stand",13,40.625
"ancient_rome","state",1,3.125
"ancient_rome","step",1,3.125
"ancient_rome","stick",2,6.25
"ancient_rome","stone",1,3.125
"ancient_rome","street",2,6.25
"ancient_rome","stripe",1,3.125
"ancient_rome","strongman",1,3.125
"ancient_rome","structure",2,6.25
"ancient_rome","stuff",2,6.25
"ancient_rome","style",1,3.125
"ancient_rome","success",1,3.125
"ancient_rome","supper",1,3.125
"ancient_rome","swimm",1,3.125
"ancient_rome","swimming",1,3.125
"ancient_rome","sword",17,53.125
"ancient_rome","swords",1,3.125
"ancient_rome","tablet",1,3.125
"ancient_rome","take",2,6.25
"ancient_rome","team",3,9.375
"ancient_rome","text",1,3.125
"ancient_rome","thing",14,43.75
"ancient_rome","thumb",2,6.25
"ancient_rome","tiger",11,34.375
"ancient_rome","time",7,21.875
"ancient_rome","title",1,3.125
"ancient_rome","toga",2,6.25
"ancient_rome","top",12,37.5
"ancient_rome","tournament",1,3.125
"ancient_rome","tower",1,3.125
"ancient_rome","track",1,3.125
"ancient_rome","tribune",1,3.125
"ancient_rome","trident",2,6.25
"ancient_rome","trim",1,3.125
"ancient_rome","trojan",2,6.25
"ancient_rome","type",6,18.75
"ancient_rome","types",1,3.125
"ancient_rome","uh",4,12.5
"ancient_rome","um",8,25
"ancient_rome","umm",5,15.625
"ancient_rome","uniform",4,12.5
"ancient_rome","up",1,3.125
"ancient_rome","v",1,3.125
"ancient_rome","version",1,3.125
"ancient_rome","violence",1,3.125
"ancient_rome","waldo",3,9.375
"ancient_rome","wall",16,50
"ancient_rome","war",1,3.125
"ancient_rome","warrior",2,6.25
"ancient_rome","water",3,9.375
"ancient_rome","waving",1,3.125
"ancient_rome","way",9,28.125
"ancient_rome","weapon",4,12.5
"ancient_rome","well",1,3.125
"ancient_rome","wheel",2,6.25
"ancient_rome","where",1,3.125
"ancient_rome","while",1,3.125
"ancient_rome","whip",4,12.5
"ancient_rome","white",1,3.125
"ancient_rome","wild",1,3.125
"ancient_rome","woman",2,6.25
"ancient_rome","world",1,3.125
"ancient_rome","year",5,15.625
"ancient_rome","yep",1,3.125
"ancient_rome","yes",1,3.125
"arrival_1","1800",1,3.125
"arrival_1","1st",1,3.125
"arrival_1","30",1,3.125
"arrival_1","4th",1,3.125
"arrival_1","6th",1,3.125
"arrival_1","8th",1,3.125
"arrival_1","a",1,3.125
"arrival_1","adult",2,6.25
"arrival_1","ahead",1,3.125
"arrival_1","air",2,6.25
