"Word","LgSUBTLCD","Age_Of_Acquisition","NPhon","Handcoded by RA","Comments","LgSUBTLCD2","Age_Of_Acquisition2"
"pliers","1.6990000000000001",7,5,"NA",NA,"1.6990000000000001","7"
"plum","2.0529999999999999",5.5,4,"NA",NA,"2.0529999999999999","5.5"
"plunger","1.613",9.63,6,"NA",NA,"1.613","9.63"
"policeman","2.5880000000000001",4.44,8,"NA",NA,"2.5880000000000001","4.44"
"pomegranate","1",11.17,10,"NA",NA,"1","11.17"
"pool","3.0790000000000002",5.15,3,"NA",NA,"3.0790000000000002","5.15"
"popcorn","2.4910000000000001",4.17,7,"NA",NA,"2.4910000000000001","4.17"
"poppy","1.792",10.367,4,"NA",NA,"1.792","10.367"
"porcupine","1.3620000000000001",6.89,9,"NA",NA,"1.3620000000000001","6.89"
"pot","2.883",5.95,3,"NA",NA,"2.883","5.95"
"potato","2.5870000000000002",4.84,6,"NA",NA,"2.5870000000000002","4.84"
"priest","2.7189999999999999",7.1,5,"NA",NA,"2.7189999999999999","7.1"
"printer","1.869",7.61,6,"NA",NA,"1.869","7.61"
"pumpkin","2.4409999999999998",4.78,7,"NA",NA,"2.4409999999999998","4.78"
"purse","2.8279999999999998",5.53,3,"NA",NA,"2.8279999999999998","5.53"
"puzzle","2.3959999999999999",5.11,4,"NA",NA,"2.3959999999999999","5.11"
"pyramid","2",7.61,7,"NA",NA,"2","7.61"
"rabbit","2.6509999999999998",3.94,5,"NA",NA,"2.6509999999999998","3.94"
"raccoon","1.708",6.79,5,"NA",NA,"1.708","6.79"
"radio","3.2109999999999999",5.17,5,"NA",NA,"3.2109999999999999","5.17"
"radish","1.431",5.25,5,"NA",NA,"1.431","5.25"
"raisin","1.792",5.05,4,"NA",NA,"1.792","5.05"
"raisins","1.887",NA,5,"NA",NA,"1.887",NA
"rake","1.944",5.32,3,"NA",NA,"1.944","5.32"
"raven","1.778",8.56,4,"NA",NA,"1.778","8.56"
"razor","2.403",7.11,4,"NA",NA,"2.403","7.11"
"refrigerator","2.4980000000000002",4.11,11,"NA",NA,"2.4980000000000002","4.11"
"rhino","1.613",5.89,4,"NA",NA,"1.613","5.89"
"rhinoceros","1.4770000000000001",6,9,"NA",NA,"1.4770000000000001","6"
"ribbon","2.1960000000000002",5.25,5,"NA",NA,"2.1960000000000002","5.25"
"rice","2.6509999999999998",3.72,3,"NA",NA,"2.6509999999999998","3.72"
"ring","3.3170000000000002",4.53,3,"NA",NA,"3.3170000000000002","4.53"
"road","3.4420000000000002",4.55,3,"NA",NA,"3.4420000000000002","4.55"
"rocket","2.4609999999999999",5.63,5,"NA",NA,"2.4609999999999999","5.63"
"roof","3.06",5,3,"NA",NA,"3.06","5"
"rooster","2.0129999999999999",6.41,5,"NA",NA,"2.0129999999999999","6.41"
"rope","2.8159999999999998",5.44,3,"NA",NA,"2.8159999999999998","5.44"
"rose","2.92",6.11,3,"NA",NA,"2.92","6.11"
"rug","2.5499999999999998",4.61,3,"NA",NA,"2.5499999999999998","4.61"
"ruler","2.1429999999999998",5.94,4,"NA",NA,"2.1429999999999998","5.94"
"safe","3.5470000000000002",5.11,3,"NA",NA,"3.5470000000000002","5.11"
"sailboat","1.69",4.65,6,"NA",NA,"1.69","4.65"
"salt","2.7879999999999998",5.05,4,"NA",NA,"2.7879999999999998","5.05"
"saltshaker","0.77800000000000002",5.42,8,"NA",NA,"0.77800000000000002","5.42"
"sandal","0.95399999999999996",5.21,5,"NA",NA,"0.95399999999999996","5.21"
"sandcastle","0.69899999999999995",5.42,9,"NA",NA,"0.69899999999999995","5.42"
"sausage","2.3559999999999999",6.05,5,"NA",NA,"2.3559999999999999","6.05"
"saw","3.8079999999999998",5.359,2,"NA",NA,"3.8079999999999998","5.359"
"saxophone","1.653",9.1,8,"NA",NA,"1.653","9.1"
"scale","2.593",8.85,4,"NA",NA,"2.593","8.85"
"scarf","2.2200000000000002",5.68,5,"NA",NA,"2.2200000000000002","5.68"
"scissors","2.3180000000000001",4.5,5,"NA",NA,"2.3180000000000001","4.5"
"scooter","1.8979999999999999",6.68,5,"NA",NA,"1.8979999999999999","6.68"
"scorpion","1.748",7.84,8,"NA",NA,"1.748","7.84"
"screw","3.1269999999999998",6.65,4,"NA",NA,"3.1269999999999998","6.65"
"screwdriver","1.929",6,9,"NA",NA,"1.929","6"
"sea","3.1320000000000001",4.74,2,"NA",NA,"3.1320000000000001","4.74"
"seagull","1.544",5.42,5,"NA",NA,"1.544","5.42"
"seahorse","0.90300000000000002",5.83,6,"NA",NA,"0.90300000000000002","5.83"
"seal","2.6749999999999998",5.42,3,"NA",NA,"2.6749999999999998","5.42"
"seesaw","1.1759999999999999",4.81,4,"NA",NA,"1.1759999999999999","4.81"
"shanty","1.204",13.33,5,"NA",NA,"1.204","13.33"
"shark","2.4129999999999998",5.47,4,"NA",NA,"2.4129999999999998","5.47"
"sheep","2.5939999999999999",4.25,3,"NA",NA,"2.5939999999999999","4.25"
"shield","2.41",6.5,4,"NA",NA,"2.41","6.5"
"ship","3.0659999999999998",5.33,3,"NA",NA,"3.0659999999999998","5.33"
"shirt","3.1459999999999999",3.53,3,"NA",NA,"3.1459999999999999","3.53"
"shoe","2.9510000000000001",2.6,2,"NA",NA,"2.9510000000000001","2.6"
"shoelace","1.431",4.16,5,"NA",NA,"1.431","4.16"
"shorts","2.5529999999999999",3.95,5,"NA",NA,"2.5529999999999999","3.95"
"shovel","2.403",6.28,4,"NA",NA,"2.403","6.28"
"shower","3.1139999999999999",4.72,3,"NA",NA,"3.1139999999999999","4.72"
"showerhead","0.90300000000000002",8.05,6,"NA",NA,"0.90300000000000002","8.05"
"shrimp","2.3929999999999998",7.11,5,"NA",NA,"2.3929999999999998","7.11"
"sink","2.8109999999999999",4.47,4,"NA",NA,"2.8109999999999999","4.47"
"skate","2.093",5.37,4,"NA",NA,"2.093","5.37"
"ski","2.3479999999999999",6.68,3,"NA",NA,"2.3479999999999999","6.68"
"skirt","2.5870000000000002",5.67,4,"NA",NA,"2.5870000000000002","5.67"
"skis","1.724",6.68,4,"NA",NA,"1.724","6.68"
"skittle","0.30099999999999999",NA,5,"NA",NA,"0.30099999999999999","7.07"
"skunk","2.0329999999999999",5.32,5,"NA",NA,"2.0329999999999999","5.32"
"skyscraper","1.532",8.26,9,"NA",NA,"1.532","8.26"
"sled","1.7989999999999999",4.89,4,"NA",NA,"1.7989999999999999","4.89"
"slide","2.7559999999999998",4.79,4,"NA",NA,"2.7559999999999998","4.79"
"slingshot","1.663",6.53,7,"NA",NA,"1.663","6.53"
"slipper","1.716",5.26,5,"NA",NA,"1.716","5.26"
"snake","2.722",5.1,4,"NA",NA,"2.722","5.1"
"snowman","1.724",3.47,6,"NA",NA,"1.724","3.47"
"snowshoe","0.47699999999999998",7.68,5,"NA",NA,"0.47699999999999998","7.68"
"soap","2.7130000000000001",3.17,3,"NA",NA,"2.7130000000000001","3.17"
"sock","2.4809999999999999",2.94,3,"NA",NA,"2.4809999999999999","2.94"
"sofa","2.3559999999999999",4.5,4,"NA",NA,"2.3559999999999999","4.5"
"soldier","2.92",6.94,5,"NA",NA,"2.92","6.94"
"spaghetti","2.29",4.33,7,"NA",NA,"2.29","4.33"
"spatula","1.5049999999999999",7.32,7,"NA",NA,"1.5049999999999999","7.32"
"speaker","2.4260000000000002",6.11,5,"NA",NA,"2.4260000000000002","6.11"
"spear","2.0369999999999999",7.22,4,"NA",NA,"2.0369999999999999","7.22"
"spider","2.3650000000000002",3.43,5,"NA",NA,"2.3650000000000002","3.43"
"sponge","2.3580000000000001",5,5,"NA",NA,"2.3580000000000001","5"
"spoon","2.4329999999999998",2.5,4,"NA",NA,"2.4329999999999998","2.5"
"squid","1.881",7.32,5,"NA",NA,"1.881","7.32"
"squirrel","2.2200000000000002",4.44,7,"NA",NA,"2.2200000000000002","4.44"
"stairs","2.9279999999999999",4.22,5,"NA",NA,"2.9279999999999999","4.22"
"stapler","1.4910000000000001",5.83,6,"NA",NA,"1.4910000000000001","5.83"
"staples","1.415",7.18,6,"NA",NA,"1.415","7.18"
"starfish","1.3009999999999999",5.76,7,"NA",NA,"1.3009999999999999","5.76"
"statue","2.5019999999999998",7.55,5,"NA",NA,"2.5019999999999998","7.55"
"stocking","2.0329999999999999",6.68,6,"NA",NA,"2.0329999999999999","6.68"
"stove","2.452",4.32,4,"NA",NA,"2.452","4.32"
"strainer","1.079",9.63,6,"NA",NA,"1.079","9.63"
"straw","2.3929999999999998",4.22,4,"NA",NA,"2.3929999999999998","4.22"
"strawberry","2.2229999999999999",4.21,8,"NA",NA,"2.2229999999999999","4.21"
"stroller","1.4470000000000001",7.84,6,"NA",NA,"1.4470000000000001","7.84"
"submarine","2.149",7.94,8,"NA",NA,"2.149","7.94"
"suitcase","2.5710000000000002",8.22,6,"NA",NA,"2.5710000000000002","8.22"
"sun","3.2919999999999998",3.4,3,"NA",NA,"3.2919999999999998","3.4"
"sunglasses","2.137",5.56,9,"NA",NA,"2.137","5.56"
"surfboard","1.4770000000000001",NA,7,"NA",NA,"1.4770000000000001",NA
"sushi","2.161",11.19,4,"NA",NA,"2.161","11.19"
"swan","2.0329999999999999",6.318,4,"NA",NA,"2.0329999999999999","6.318"
"sweater","2.669",5.22,5,"NA",NA,"2.669","5.22"
"swing","2.9329999999999998",4.16,4,"NA",NA,"2.9329999999999998","4.16"
"sword","2.6659999999999999",5.45,4,"NA",NA,"2.6659999999999999","5.45"
"swordfish","1.3979999999999999",9.33,7,"NA",NA,"1.3979999999999999","9.33"
"table","3.4609999999999999",4.39,4,"NA",NA,"3.4609999999999999","4.39"
"tambourine","1.518",6.53,8,"NA",NA,"1.518","6.53"
"tampon","1.462",12.11,6,"NA",NA,"1.462","12.11"
"tank","2.8290000000000002",7.17,4,"NA",NA,"2.8290000000000002","7.17"
"tape","3.1720000000000002",4.42,3,"NA",NA,"3.1720000000000002","4.42"
"teabag","0.47699999999999998",6.67,5,"NA",NA,"0.47699999999999998","6.67"
"teapot","1.556",6.22,5,"NA",NA,"1.556","6.22"
"telescope","1.944",6.95,8,"NA",NA,"1.944","6.95"
"tent","2.649",5.16,4,"NA",NA,"2.649","5.16"
"thermometer","1.8979999999999999",6.63,8,"NA",NA,"1.8979999999999999","6.63"
"thermos","1.5680000000000001",8.29,5,"NA",NA,"1.5680000000000001","8.29"
"thimble","1.1140000000000001",8.05,5,"NA",NA,"1.1140000000000001","8.05"
"tie","3.17",4.74,2,"NA",NA,"3.17","4.74"
"tiger","2.645",4,4,"NA",NA,"2.645","4"
"tile","1.8979999999999999",6.8,3,"NA",NA,"1.8979999999999999","6.8"
"tire","2.5840000000000001",6.16,3,"NA",NA,"2.5840000000000001","6.16"
"toast","3.0430000000000001",4.67,4,"NA",NA,"3.0430000000000001","4.67"
"toaster","2.0750000000000002",6.72,5,"NA",NA,"2.0750000000000002","6.72"
"toe","2.5880000000000001",3,2,"NA",NA,"2.5880000000000001","3"
"toilet","2.98",3.54,5,"NA",NA,"2.98","3.54"
"tongs","1.3979999999999999",7.778,4,"NA",NA,"1.3979999999999999","7.778"
"tongue","3.048",4.47,3,"NA",NA,"3.048","4.47"
"toothpick","1.58",6.83,6,"NA",NA,"1.58","6.83"
"toucan","0.60199999999999998",8.69,5,"NA",NA,"0.60199999999999998","8.69"
"tower","2.7330000000000001",6.33,3,"NA",NA,"2.7330000000000001","6.33"
"tractor","2.0289999999999999",5.5,6,"NA",NA,"2.0289999999999999","5.5"
"trailer","2.4649999999999999",6.37,5,"NA",NA,"2.4649999999999999","6.37"
"train","3.246",4,4,"NA",NA,"3.246","4"
"trampoline","1.415",6.79,9,"NA",NA,"1.415","6.79"
"treadmill","1.5680000000000001",11.15,7,"NA",NA,"1.5680000000000001","11.15"
"tree","3.21",3.57,3,"NA",NA,"3.21","3.57"
"triangle","2.1",4.9,7,"NA",NA,"2.1","4.9"
"tricycle","1.2549999999999999",4.05,7,"NA",NA,"1.2549999999999999","4.05"
"tripod","1.5049999999999999",9.26,6,"NA",NA,"1.5049999999999999","9.26"
"trophy","2.3540000000000001",5.55,5,"NA",NA,"2.3540000000000001","5.55"
"truck","3.1920000000000002",3.79,4,"NA",NA,"3.1920000000000002","3.79"
"trumpet","2",6.28,7,"NA",NA,"2","6.28"
"tulip","1.431",7.149,5,"NA",NA,"1.431","7.149"
"turnstile","1.079",13.67,7,"NA",NA,"1.079","13.67"
"turtle","2.415",4.17,4,"NA",NA,"2.415","4.17"
"tweezers","1.653",NA,6,"NA",NA,"1.653","7.16"
"undershirt","1.1759999999999999",5.56,7,"NA",NA,"1.1759999999999999","5.56"
"unicorn","1.58",4.83,8,"NA",NA,"1.58","4.83"
"urinal","1.5680000000000001",8.47,6,"NA",NA,"1.5680000000000001","8.47"
"vacuum","2.3199999999999998",6.74,6,"NA",NA,"2.3199999999999998","6.74"
"van","2.9620000000000002",5.199,3,"NA",NA,"2.9620000000000002","5.199"
"vase","2.0859999999999999",7.89,3,"NA",NA,"2.0859999999999999","7.89"
"violin","2.09",7.45,6,"NA",NA,"2.09","7.45"
"volcano","2.0369999999999999",6.74,7,"NA",NA,"2.0369999999999999","6.74"
"volleyball","1.708",7.05,7,"NA",NA,"1.708","7.05"
"vulture","1.8129999999999999",8.89,5,"NA",NA,"1.8129999999999999","8.89"
"waffle","1.857",5.32,4,"NA",NA,"1.857","5.32"
"waiter","2.6379999999999999",8.28,4,"NA",NA,"2.6379999999999999","8.28"
"wallet","2.839",5.89,5,"NA",NA,"2.839","5.89"
"walnut","1.7709999999999999",6.16,6,"NA",NA,"1.7709999999999999","6.16"
"walrus","1.613",5.06,6,"NA",NA,"1.613","5.06"
"wasp","1.643",5.58,4,"NA",NA,"1.643","5.58"
"watch","3.77",4.33,3,"NA",NA,"3.77","4.33"
"waterfall","1.833",5.47,7,"NA",NA,"1.833","5.47"
"watermelon","1.839",4.22,9,"NA",NA,"1.839","4.22"
"wave","2.8330000000000002",4.26,3,"NA",NA,"2.8330000000000002","4.26"
"well","3.911",6.158,3,"NA",NA,"3.911","6.158"
"wheat","2.31",6.53,4,"NA",NA,"2.31","6.53"
"wheel","2.93",4.4,4,"NA",NA,"2.93","4.4"
"wheelbarrow","1.38",6.78,8,"NA",NA,"1.38","6.78"
"wheelchair","2.3370000000000002",6.89,7,"NA",NA,"2.3370000000000002","6.89"
"whisk","1.4770000000000001",8.72,5,"NA",NA,"1.4770000000000001","8.72"
"window","3.3879999999999999",4.74,5,"NA",NA,"3.3879999999999999","4.74"
"wine","3.1819999999999999",7.9,3,"NA",NA,"3.1819999999999999","7.9"
"wolf","2.5760000000000001",4.5,4,"NA",NA,"2.5760000000000001","4.5"
"worm","2.4350000000000001",3.89,3,"NA",NA,"2.4350000000000001","3.89"
"wrench","2.1070000000000002",7.84,4,"NA",NA,"2.1070000000000002","7.84"
"xylophone","0.90300000000000002",7.11,7,"NA",NA,"0.90300000000000002","7.11"
"zebra","1.7709999999999999",4.79,5,"NA",NA,"1.7709999999999999","4.79"
"zipper","2.0750000000000002",5,4,"NA",NA,"2.0750000000000002","5"
"zucchini","1.3420000000000001",6.79,6,"NA",NA,"1.3420000000000001","6.79"
"accordion","1.6719999999999999",8.61,8,"NA",NA,"1.6719999999999999","8.61"
"chest","3.0710000000000002",5.05,4,"NA",NA,"3.0710000000000002","5.05"
"flower","2.7989999999999999",3.11,4,"NA",NA,"2.7989999999999999","3.11"
"giraffe","1.7629999999999999",5,5,"NA",NA,"1.7629999999999999","5"
"lemon","2.5379999999999998",4.74,5,"NA",NA,"2.5379999999999998","4.74"
"mailbox","2.2010000000000001",6.11,7,"NA",NA,"2.2010000000000001","6.11"
"onion","2.1850000000000001",6.05,5,"NA",NA,"2.1850000000000001","6.05"
"skateboard","1.7849999999999999",6.94,8,"NA",NA,"1.7849999999999999","6.94"
"stool","2.1960000000000002",6.21,4,"NA",NA,"2.1960000000000002","6.21"
"tomato","2.31",4.61,6,"NA",NA,"2.31","4.61"
"toothbrush","2.286",4.33,7,"NA",NA,"2.286","4.33"
"umbrella","2.3220000000000001",5.68,7,"NA",NA,"2.3220000000000001","5.68"
"windmill","1.6020000000000001",5.32,7,"NA",NA,"1.6020000000000001","5.32"
"airhockeytable",NA,NA,10,"WSE",NA,NA,NA
"badmintonracket",NA,NA,14,"AH",NA,NA,NA
"bagel",NA,NA,5,"AH",NA,"1.9731278535997","8.9"
"bandaid",NA,NA,6,"AH",NA,NA,"4.6018530000000011"
"baseballbat",NA,NA,9,"AH",NA,NA,NA
"bedsidetable",NA,NA,10,"AH",NA,NA,NA
"beerbottle",NA,NA,7,"AH",NA,NA,NA
"birdfeeder",NA,NA,7,"AH",NA,NA,NA
"birdhouse",NA,NA,6,"AH",NA,"1.07918124604762","5.43"
"birdsnest",NA,NA,8,"AH",NA,NA,NA
"bottlecap",NA,NA,7,"AH",NA,NA,NA
"bowlingball",NA,NA,8,"AH",NA,NA,NA
"bowlingpin",NA,NA,8,"AH",NA,NA,NA
"bowtie",NA,NA,4,"AH",NA,"0.845098040014257","7.94"
"boxingglove",NA,NA,10,"AH",NA,NA,NA
"boxinggloves",NA,NA,11,"AH",NA,NA,"7.8309240000000013"
"brassknuckles",NA,NA,9,"AH",NA,NA,NA
"brownsugar",NA,NA,8,"AH",NA,NA,NA
"bumpercar",NA,NA,8,"AH",NA,NA,NA
"candycane",NA,NA,8,"AH",NA,NA,NA
"canopener",NA,NA,8,"AH",NA,NA,"6.9570500000000006"
"cashregister",NA,NA,10,"AH",NA,NA,NA
"ceilingfan",NA,NA,8,"AH",NA,NA,NA
"cellphone",NA,NA,6,"AH",NA,"2.00432137378264","14.669556"
"chainsaw",NA,NA,5,"AH",NA,"1.49136169383427","7"
"chefshat",NA,NA,7,"AH",NA,NA,NA
"chorizo",NA,NA,6,"AH",NA,"0.698970004336019","13.46"
"christmaslights",NA,NA,11,"AH",NA,NA,NA
"christmastree",NA,NA,10,"AH",NA,NA,"4.1436020000000005"
"coffeebeans",NA,NA,8,"AH",NA,NA,NA
"coffeemachine",NA,NA,9,"AH",NA,NA,NA
"cookiecutter",NA,NA,8,"AH",NA,NA,NA
"cruiseship",NA,NA,7,"AH",NA,NA,NA
"discoball",NA,NA,8,"AH",NA,NA,NA
"dreamcatcher",NA,NA,8,"AH",NA,NA,NA
"ducttape",NA,NA,7,"AH",NA,NA,NA
"eiffeltower",NA,NA,7,"AH",NA,NA,NA
"exitsign",NA,NA,8,"AH",NA,NA,NA
"eyepatch",NA,NA,4,"AH",NA,NA,NA
"felttippen",NA,NA,10,"AH",NA,NA,NA
"fillingcabinet",NA,NA,12,"AH",NA,NA,NA
"firehydrant",NA,NA,10,"AH",NA,NA,"5.3585000000000003"
"firetruck",NA,NA,7,"AH",NA,"0.301029995663981","3.6853510000000003"
"fishingpole",NA,NA,8,"AH",NA,NA,"6.1790890000000003"
"fishingrod",NA,NA,8,"AH",NA,NA,"7.6390980000000006"
"fishtank",NA,NA,7,"AH",NA,NA,"5.9446350000000008"
"footballhelmet",NA,NA,12,"AH",NA,NA,NA
"fortunecookie",NA,NA,10,"AH",NA,NA,NA
"fountainpen",NA,NA,8,"AH",NA,NA,NA
"fryingpan",NA,NA,8,"AH",NA,NA,"6.8078520000000013"
"golfball",NA,NA,7,"AH",NA,NA,NA
"granolabar",NA,NA,10,"AH",NA,NA,NA
"guitarcase",NA,NA,8,"AH",NA,NA,NA
"hairclip",NA,NA,7,"AH",NA,NA,NA
"highchair",NA,NA,5,"AH",NA,"0.778151250383644","3.79"
"hockeypuck",NA,NA,7,"AH",NA,NA,NA
"hockeystick",NA,NA,8,"AH",NA,NA,NA
"hotdog",NA,NA,6,"AH",NA,"1.20411998265592","4.55"
"hulahoop",NA,NA,7,"WSE",NA,NA,NA
"icecreamcone",NA,NA,9,"AH",NA,NA,NA
"ipad",NA,NA,4,"AH",NA,NA,NA
"ironingboard",NA,NA,9,"AH",NA,NA,"6.5840550000000011"
"jackhammer",NA,NA,7,"AH",NA,"1.36172783601759","8.1"
"jellybeans",NA,NA,8,"AH",NA,"1.07918124604762",NA
"jumprope",NA,NA,7,"AH",NA,NA,"5.7954370000000006"
"kiwifruit",NA,NA,8,"AH",NA,NA,NA
"kneepad",NA,NA,5,"AH",NA,"0.301029995663981","8.06"
"laptop",NA,NA,6,"AH",NA,"2.12710479836481","12.44"
"lawnmower",NA,NA,6,"AH",NA,"1.38021124171161","6.11"
"leafblower",NA,NA,7,"AH",NA,NA,NA
"licenseplate",NA,NA,9,"AH",NA,NA,NA
"lightswitch",NA,NA,7,"AH",NA,NA,"5.9446350000000008"
"magnifyingglass",NA,NA,13,"AH",NA,NA,NA
"maracas",NA,NA,7,"AH",NA,"0.903089986991944",NA
"measuringcup",NA,NA,9,"AH",NA,NA,NA
"measuringtape",NA,NA,9,"AH",NA,NA,NA
"cremebrulee",NA,NA,9,"AH",NA,NA,NA
"cremecaramel",NA,NA,10,"AH",NA,NA,NA
"mrpotatohead",NA,NA,14,"WSE",NA,NA,NA
"musicsheet",NA,NA,9,"AH",NA,NA,NA
"nailclipper",NA,NA,8,"AH",NA,NA,NA
"nailpolish",NA,NA,8,"AH",NA,NA,NA
"noparkingsign",NA,NA,11,"AH",NA,NA,NA
"nosmokingsign",NA,NA,11,"AH",NA,NA,NA
"nunchuks",NA,NA,7,"AH",NA,NA,NA
"paintroller",NA,NA,8,"AH",NA,NA,NA
"palmtree",NA,NA,7,"AH",NA,NA,"7.4366150000000006"
"paperclip",NA,NA,8,"AH",NA,"0.477121254719662","6.42"
"parkingmeter",NA,NA,10,"AH",NA,NA,NA
"partyhat",NA,NA,8,"AH",NA,NA,NA
"pencilcase",NA,NA,8,"AH",NA,NA,NA
"pencilsharpener",NA,NA,12,"AH",NA,NA,"5.3052150000000005"
"pictureframe",NA,NA,9,"AH",NA,NA,NA
"pingpongtable",NA,NA,10,"AH",NA,NA,NA
"pirateflag",NA,NA,9,"AH",NA,NA,NA
"pokerchips",NA,NA,8,"AH",NA,NA,NA
"polarbear",NA,NA,7,"AH",NA,NA,NA
"pooltable",NA,NA,7,"AH",NA,NA,"7.6497550000000016"
"popsicle",NA,NA,8,"AH",NA,"1.77085201164214","3.78"
"punchingbag",NA,NA,9,"AH",NA,NA,"7.9161800000000015"
"puzzlepiece",NA,NA,7,"AH",NA,NA,NA
"qtip",NA,NA,6,"AH",NA,NA,NA
"railroadtracks",NA,NA,11,"AH",NA,NA,"7.052963000000001"
"raspberry",NA,NA,7,"AH",NA,"1.85733249643127",NA
"razorshell",NA,NA,7,"AH",NA,NA,NA
"recyclingbin",NA,NA,11,"AH",NA,NA,NA
"rockingchair",NA,NA,8,"AH",NA,NA,"5.7847800000000014"
"rollerblade",NA,NA,8,"AH",NA,NA,"10.8"
"rollerskate",NA,NA,8,"AH",NA,NA,"6.3176300000000012"
"rollingpin",NA,NA,8,"AH",NA,NA,"7.5964700000000009"
"rubikscube",NA,NA,10,"AH",NA,NA,NA
"safetypin",NA,NA,8,"AH",NA,NA,"6.5307700000000004"
"salsa",NA,NA,5,"AH",NA,"1.84509804001426","9.7799999999999994"
"schoolbus",NA,NA,7,"AH",NA,NA,NA
"sewingmachine",NA,NA,9,"AH",NA,NA,"5.7101810000000004"
"shipinabottle",NA,NA,10,"WSE",NA,NA,NA
"skiboot",NA,NA,6,"AH",NA,NA,NA
"snowboard",NA,NA,7,"AH",NA,"1.30102999566398","11.14"
"soccerball",NA,NA,7,"AH",NA,NA,NA
"spicerack",NA,NA,7,"AH",NA,NA,NA
"spiderweb",NA,NA,8,"AH",NA,"0.698970004336019","4.9002490000000014"
"spinningtop",NA,NA,9,"AH",NA,NA,NA
"stapleremover",NA,NA,11,"AH",NA,NA,NA
"steeringwheel",NA,NA,10,"AH",NA,NA,"5.411785000000001"
"stoplight",NA,NA,7,"AH",NA,"1.14612803567824","5.89"
"tablefootball",NA,NA,10,"AH",NA,NA,NA
"taperecorder",NA,NA,10,"AH",NA,NA,"8.5023149999999994"
"teddybear",NA,NA,7,"AH",NA,NA,NA
"teepee",NA,NA,4,"AH",NA,"0.845098040014257","5.89"
"tennisball",NA,NA,8,"AH",NA,NA,NA
"tennisracket",NA,NA,10,"AH",NA,NA,"7.2661030000000011"
"toiletpaper",NA,NA,9,"AH",NA,NA,"5.0920750000000004"
"toolbox",NA,NA,7,"AH",NA,"1.65321251377534","6.67"
"totempole",NA,NA,8,"AH",NA,NA,"8.6728269999999998"
"toyhorse",NA,NA,6,"AH",NA,NA,NA
"toysoldier",NA,NA,7,"AH",NA,NA,NA
"tshirt",NA,NA,5,"AH",NA,NA,NA
"tv",NA,NA,4,"AH",NA,"3.35487642251623","3.4722110000000002"
"unicycle",NA,NA,9,"AH",NA,"0.954242509439325","7.26"
"walkietalkie",NA,NA,8,"AH",NA,NA,NA
"washingmachine",NA,NA,10,"AH",NA,NA,"4.8043360000000011"
"waterbottle",NA,NA,8,"AH",NA,NA,NA
"waterfountain",NA,NA,9,"AH",NA,NA,NA
"wateringcan",NA,NA,9,"AH",NA,NA,"7.2234750000000005"
"windshieldwiper",NA,NA,12,"AH",NA,NA,NA
"witchhat",NA,NA,6,"AH",NA,NA,NA
"yoyo",NA,NA,4,"AH",NA,"0.778151250383644","5.6249250000000011"
